,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,99823.0,122.0,31.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
1,2.0,99761.0,137.0,46.0,13.0,0.0,43.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,5.0,5.0
2,3.0,99687.0,140.0,67.0,41.0,0.0,65.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,5.0,5.0
3,4.0,99594.0,155.0,102.0,61.0,0.0,88.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,5.0,5.0
4,5.0,99482.0,169.0,123.0,105.0,1.0,120.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,5.0,5.0
5,6.0,99347.0,194.0,154.0,143.0,1.0,161.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,5.0,5.0
6,7.0,99210.0,206.0,176.0,195.0,2.0,211.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,5.0,5.0
7,8.0,99065.0,223.0,195.0,244.0,2.0,271.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,755.0,61.4410286372225
8,9.0,98901.0,263.0,201.0,303.0,4.0,328.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,54.91191482574,3.17034088063588
9,10.0,98729.0,274.0,221.0,369.0,9.0,398.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,17.2288591323407,0.782322193496512
10,11.0,98521.0,313.0,247.0,439.0,11.0,468.0,1.0,0.0,0.0,0.0,181.0,0.0,0.0,9.44670746078198,0.361733124211617
11,12.0,98290.0,362.0,279.0,503.0,11.0,554.0,1.0,0.0,0.0,0.0,204.0,0.0,0.0,6.32601472362555,0.212646658685984
12,13.0,98070.0,413.0,298.0,565.0,14.0,639.0,1.0,0.0,0.0,0.0,193.0,0.0,0.0,4.90823550459213,0.145817765122653
13,14.0,97742.0,476.0,356.0,631.0,16.0,778.0,1.0,0.0,0.0,150.0,290.0,50.0,0.0,4.05545299613313,0.108502855831461
14,15.0,97341.0,546.0,432.0,751.0,13.0,916.0,1.0,0.0,0.0,149.0,356.0,49.66666666666666,0.0,3.12837455144712,0.0805597432809631
15,16.0,96893.0,643.0,512.0,865.0,13.0,1073.0,1.0,0.0,0.0,185.0,396.0,61.66666666666667,0.0,2.54536027469364,0.0632009835412769
16,17.0,96284.0,766.0,653.0,1006.0,19.0,1271.0,1.0,0.0,0.0,197.0,544.0,65.66666666666666,0.0,2.1385313106333,0.0518670028084216
17,18.0,95592.0,916.0,743.0,1237.0,22.0,1489.0,1.0,0.0,0.0,203.0,623.0,67.66666666666666,0.0,1.86897246704869,0.0443987808347074
