,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,99871.0,96.0,21.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
1,2.0,99816.0,108.0,32.0,18.0,1.0,25.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,5.0,5.0
2,3.0,99744.0,115.0,60.0,34.0,1.0,46.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,5.0,5.0
3,4.0,99665.0,130.0,84.0,58.0,2.0,61.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,5.0,5.0
4,5.0,99581.0,146.0,101.0,87.0,2.0,83.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,5.0,5.0
5,6.0,99493.0,153.0,112.0,121.0,3.0,118.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,5.0,5.0
6,7.0,99385.0,162.0,128.0,157.0,3.0,165.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,5.0,5.0
7,8.0,99251.0,190.0,152.0,195.0,2.0,209.0,1.0,0.0,0.0,0.0,122.0,0.0,0.0,5.0,5.0
8,9.0,99106.0,209.0,168.0,260.0,2.0,254.0,0.0,1.0,1.0,0.0,130.0,0.0,100.0,1240.0,78.7400787401181
9,10.0,98941.0,246.0,194.0,306.0,3.0,309.0,0.0,1.0,0.0,0.0,141.0,0.0,0.0,58.0812258574527,2.55936460451487
10,11.0,98769.0,270.0,229.0,333.0,6.0,392.0,0.0,1.0,0.0,0.0,151.0,0.0,0.0,16.5798960035929,0.594036421615151
11,12.0,98563.0,308.0,246.0,404.0,7.0,471.0,0.0,1.0,0.0,0.0,178.0,0.0,0.0,7.85213183035654,0.255159999664989
12,13.0,98314.0,344.0,278.0,490.0,10.0,563.0,0.0,1.0,0.0,0.0,223.0,0.0,0.0,4.89791230844187,0.147610532119905
13,14.0,98043.0,425.0,304.0,571.0,12.0,644.0,0.0,1.0,0.0,0.0,237.0,0.0,0.0,3.66542594705963,0.102733065639213
14,15.0,97682.0,498.0,374.0,660.0,14.0,771.0,0.0,1.0,0.0,247.0,319.0,49.4,0.0,3.0582693468461,0.0797116551107908
15,16.0,97127.0,644.0,533.0,757.0,19.0,919.0,0.0,1.0,0.0,267.0,502.0,53.400000000000006,0.0,2.34464391153535,0.0612364363794142
