,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,99855.0,111.0,22.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
1,2.0,99799.0,119.0,40.0,20.0,0.0,22.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,5.0,5.0
2,3.0,99725.0,126.0,67.0,44.0,0.0,38.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,5.0,5.0
3,4.0,99642.0,142.0,93.0,65.0,0.0,58.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,5.0,5.0
4,5.0,99534.0,161.0,123.0,96.0,0.0,86.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,5.0,5.0
5,6.0,99427.0,187.0,125.0,148.0,1.0,112.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,5.0,5.0
6,7.0,99294.0,204.0,147.0,191.0,1.0,162.0,1.0,0.0,0.0,0.0,113.0,0.0,0.0,5.0,5.0
7,8.0,99146.0,223.0,186.0,228.0,0.0,215.0,2.0,0.0,0.0,0.0,129.0,0.0,0.0,235.0,34.2782730020052
8,9.0,98977.0,247.0,208.0,282.0,3.0,281.0,2.0,0.0,0.0,0.0,148.0,0.0,0.0,51.8169791650049,5.34451332277353
9,10.0,98814.0,271.0,216.0,340.0,7.0,351.0,1.0,0.0,0.0,0.0,144.0,0.0,0.0,17.2388020273656,1.39825148173556
10,11.0,98622.0,304.0,232.0,397.0,7.0,436.0,2.0,0.0,0.0,0.0,174.0,0.0,0.0,8.96953202354488,0.63109407091459
11,12.0,98410.0,338.0,267.0,451.0,6.0,526.0,1.0,1.0,1.0,0.0,193.0,0.0,100.0,5.85088116994962,0.367841747555317
12,13.0,98164.0,372.0,313.0,500.0,6.0,643.0,1.0,1.0,0.0,0.0,218.0,0.0,0.0,4.22273854680915,0.24585734346973
13,14.0,97893.0,404.0,343.0,595.0,6.0,757.0,1.0,1.0,0.0,46.0,232.0,46.0,0.0,3.45167349404002,0.184763846094584
14,15.0,97542.0,478.0,416.0,672.0,9.0,881.0,1.0,1.0,0.0,47.0,323.0,47.0,0.0,2.70972996430359,0.141254438939915
15,16.0,97200.0,526.0,439.0,785.0,15.0,1032.0,1.0,2.0,1.0,58.0,302.0,57.99999999999999,100.0,2.25169947062776,0.114165695058041
16,17.0,96786.0,609.0,503.0,878.0,18.0,1202.0,2.0,2.0,0.0,50.0,373.0,50.0,0.0,1.90600761041713,0.0955395286522573
17,18.0,96351.0,691.0,560.0,989.0,17.0,1386.0,4.0,2.0,0.0,51.0,378.0,51.0,0.0,1.65718065684665,0.0826526588410755
18,19.0,95839.0,780.0,625.0,1150.0,20.0,1578.0,6.0,2.0,0.0,42.0,438.0,42.0,0.0,1.49974243707499,0.0741574907981377
19,20.0,95363.0,845.0,658.0,1274.0,26.0,1826.0,6.0,2.0,0.0,54.0,421.0,54.0,0.0,1.43577634737709,0.0693199352700574
20,21.0,94801.0,921.0,737.0,1418.0,26.0,2088.0,7.0,2.0,0.0,65.0,496.0,65.0,0.0,1.37691986260003,0.0654194369198718
21,22.0,94181.0,1031.0,772.0,1594.0,29.0,2383.0,8.0,2.0,0.0,68.0,554.0,68.0,0.0,1.31813928303302,0.0620000565492676
22,23.0,93526.0,1110.0,819.0,1791.0,31.0,2712.0,9.0,2.0,0.0,67.0,578.0,67.0,0.0,1.26101278884506,0.05898769024926
23,24.0,92837.0,1186.0,905.0,1946.0,35.0,3078.0,11.0,2.0,0.0,54.0,595.0,54.0,0.0,1.20804802670209,0.0563868530780092
24,25.0,92131.0,1272.0,979.0,2095.0,33.0,3471.0,17.0,2.0,0.0,58.0,607.0,57.99999999999999,0.0,1.20171798592902,0.0551386027294718
25,26.0,91403.0,1364.0,996.0,2274.0,38.0,3907.0,16.0,2.0,0.0,62.0,636.0,62.0,0.0,1.18404235988998,0.0538201072677262
26,27.0,90620.0,1449.0,1060.0,2413.0,45.0,4394.0,16.0,3.0,1.0,68.0,684.0,68.0,1.8867924528301887,1.16945004081193,0.052669380929868
27,28.0,89773.0,1541.0,1161.0,2612.0,45.0,4845.0,19.0,4.0,1.0,74.0,749.0,74.0,1.8518518518518516,1.13456485050433,0.0511501337130374
28,29.0,88822.0,1656.0,1254.0,2837.0,44.0,5363.0,20.0,4.0,0.0,73.0,851.0,73.0,0.0,1.09726967926153,0.0496710645108888
29,30.0,87828.0,1780.0,1319.0,3112.0,54.0,5884.0,19.0,4.0,0.0,69.0,873.0,69.0,0.0,1.07479546930017,0.0486537048281047
30,31.0,86836.0,1885.0,1380.0,3330.0,58.0,6484.0,23.0,4.0,0.0,70.0,873.0,70.0,0.0,1.06857804353724,0.0481263346566567
31,32.0,85766.0,2009.0,1480.0,3534.0,62.0,7120.0,25.0,4.0,0.0,67.0,942.0,67.0,0.0,1.07424674778266,0.0479459787960618
32,33.0,84611.0,2126.0,1584.0,3768.0,62.0,7816.0,26.0,7.0,3.0,71.0,1024.0,71.0,4.411764705882353,1.07882991148996,0.0477713914290705
33,34.0,83458.0,2294.0,1635.0,4013.0,68.0,8497.0,27.0,8.0,1.0,67.0,1023.0,67.0,3.278688524590164,1.0830435886378,0.0475862033250273
34,35.0,82223.0,2399.0,1718.0,4269.0,75.0,9284.0,24.0,8.0,0.0,70.0,1101.0,70.0,0.0,1.1133899281251,0.0479570991811913
35,36.0,81003.0,2502.0,1760.0,4546.0,82.0,10075.0,24.0,8.0,0.0,73.0,1087.0,73.0,0.0,1.11674902636624,0.0477051541211867
36,37.0,79663.0,2656.0,1819.0,4808.0,89.0,10926.0,30.0,9.0,1.0,74.0,1177.0,74.0,1.8181818181818181,1.0927989390593,0.0468103634963345
37,38.0,78388.0,2736.0,1856.0,5069.0,92.0,11818.0,32.0,9.0,0.0,79.0,1118.0,79.0,0.0,1.08098256552021,0.0461772866355252
38,39.0,77070.0,2814.0,1807.0,5423.0,105.0,12736.0,35.0,10.0,1.0,75.0,1171.0,75.0,1.6666666666666667,1.05001689041132,0.0451855325533282
39,40.0,75754.0,2869.0,1874.0,5646.0,110.0,13700.0,37.0,10.0,0.0,79.0,1179.0,79.0,1.639344262295082,1.04911265657911,0.0448978769209028
40,41.0,74452.0,2925.0,1875.0,5883.0,111.0,14701.0,43.0,10.0,0.0,88.0,1141.0,88.0,1.4084507042253522,1.04161972896523,0.0445364435897466
41,42.0,73157.0,2985.0,1857.0,6135.0,110.0,15700.0,44.0,12.0,2.0,79.0,1143.0,79.0,3.1746031746031744,1.00897397845487,0.0436625742685715
42,43.0,71844.0,3031.0,1875.0,6293.0,111.0,16782.0,50.0,14.0,2.0,70.0,1176.0,70.0,2.857142857142857,1.0013336521668,0.0433725750702079
