,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,99868.0,103.0,17.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
1,2.0,99824.0,109.0,31.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,5.0,5.0
2,3.0,99774.0,115.0,44.0,30.0,1.0,36.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,5.0,5.0
3,4.0,99705.0,127.0,66.0,46.0,2.0,54.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,5.0,5.0
4,5.0,99634.0,123.0,86.0,72.0,3.0,82.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,5.0,5.0
5,6.0,99534.0,134.0,109.0,110.0,5.0,108.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,5.0,5.0
6,7.0,99427.0,147.0,131.0,152.0,4.0,138.0,1.0,0.0,0.0,0.0,95.0,0.0,0.0,5.0,5.0
7,8.0,99290.0,184.0,143.0,207.0,4.0,171.0,1.0,0.0,0.0,0.0,117.0,0.0,0.0,5.0,5.0
8,9.0,99153.0,215.0,144.0,252.0,4.0,230.0,2.0,0.0,0.0,0.0,120.0,0.0,0.0,235.0,34.2782730020052
9,10.0,99032.0,223.0,153.0,292.0,4.0,295.0,1.0,0.0,0.0,0.0,102.0,0.0,0.0,46.8557790321853,5.08222279845087
10,11.0,98878.0,254.0,167.0,333.0,4.0,363.0,1.0,0.0,0.0,0.0,141.0,0.0,0.0,15.8795127077548,1.3666908502894
11,12.0,98727.0,261.0,194.0,361.0,5.0,451.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,7.75986895647647,0.609672884471499
12,13.0,98531.0,274.0,247.0,402.0,5.0,540.0,1.0,0.0,0.0,0.0,171.0,0.0,0.0,5.45974128128945,0.375864090457989
13,14.0,98338.0,299.0,259.0,479.0,8.0,616.0,1.0,0.0,0.0,0.0,172.0,0.0,0.0,4.4784326142279,0.272548729453272
14,15.0,98127.0,338.0,264.0,562.0,8.0,700.0,1.0,0.0,0.0,46.0,188.0,46.0,0.0,3.75719249355221,0.208091646232897
15,16.0,97875.0,397.0,285.0,609.0,9.0,823.0,2.0,0.0,0.0,38.0,230.0,38.0,0.0,2.85977194573935,0.155321491518544
16,17.0,97607.0,437.0,322.0,681.0,7.0,942.0,4.0,0.0,0.0,50.0,235.0,50.0,0.0,2.3455126470873,0.123619370758776
17,18.0,97314.0,482.0,353.0,765.0,9.0,1074.0,3.0,0.0,0.0,27.0,261.0,27.0,0.0,1.96101432770878,0.102224938374931
18,19.0,96974.0,549.0,382.0,858.0,10.0,1223.0,4.0,0.0,0.0,49.0,299.0,49.0,0.0,1.80638794462658,0.0906600121317473
19,20.0,96583.0,618.0,445.0,949.0,14.0,1387.0,4.0,0.0,0.0,59.0,346.0,59.0,0.0,1.63229399397283,0.0809098093863658
20,21.0,96206.0,669.0,482.0,1048.0,16.0,1573.0,6.0,0.0,0.0,56.0,319.0,56.00000000000001,0.0,1.47529386926329,0.07294858692391
21,22.0,95731.0,742.0,576.0,1135.0,24.0,1787.0,5.0,0.0,0.0,59.0,422.0,59.0,0.0,1.39936838205905,0.0680396190504888
22,23.0,95250.0,812.0,606.0,1271.0,26.0,2029.0,6.0,0.0,0.0,59.0,413.0,59.0,0.0,1.30793061033577,0.063518725538172
