,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,99866.0,105.0,17.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
1,2.0,99830.0,94.0,38.0,8.0,0.0,30.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,5.0,5.0
2,3.0,99786.0,95.0,47.0,25.0,0.0,47.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,5.0,5.0
3,4.0,99737.0,98.0,63.0,39.0,1.0,62.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,5.0,5.0
4,5.0,99670.0,107.0,72.0,62.0,2.0,87.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,5.0,5.0
5,6.0,99597.0,118.0,86.0,84.0,3.0,112.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,5.0,5.0
6,7.0,99525.0,129.0,96.0,108.0,5.0,137.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,5.0,5.0
7,8.0,99426.0,142.0,119.0,142.0,5.0,165.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0,5.0,5.0
8,9.0,99331.0,160.0,126.0,171.0,6.0,204.0,2.0,0.0,0.0,0.0,78.0,0.0,0.0,5.0,5.0
9,10.0,99248.0,165.0,133.0,193.0,8.0,251.0,2.0,0.0,0.0,0.0,72.0,0.0,0.0,5.0,5.0
10,11.0,99136.0,180.0,155.0,225.0,9.0,294.0,1.0,0.0,0.0,0.0,103.0,0.0,0.0,590.0,54.3139024560011
11,12.0,99010.0,197.0,162.0,271.0,8.0,350.0,2.0,0.0,0.0,0.0,113.0,0.0,0.0,57.8347472485239,3.66512818543434
12,13.0,98870.0,223.0,174.0,313.0,10.0,408.0,2.0,0.0,0.0,0.0,118.0,0.0,0.0,17.8064300624078,0.889210683594727
13,14.0,98704.0,269.0,203.0,344.0,11.0,467.0,2.0,0.0,0.0,0.0,144.0,0.0,0.0,9.0036885960297,0.391095240859769
14,15.0,98529.0,291.0,227.0,396.0,11.0,544.0,2.0,0.0,0.0,0.0,156.0,0.0,0.0,5.60264888181286,0.221985031008761
15,16.0,98325.0,332.0,257.0,449.0,11.0,624.0,2.0,0.0,0.0,0.0,181.0,0.0,0.0,4.06268809658726,0.149045570863455
16,17.0,98051.0,404.0,293.0,520.0,12.0,717.0,3.0,0.0,0.0,117.0,245.0,39.0,0.0,3.37655219390606,0.113565739917458
17,18.0,97719.0,464.0,359.0,605.0,13.0,838.0,1.0,1.0,1.0,131.0,304.0,43.66666666666666,0.0,2.62857625826825,0.0868032354548003
18,19.0,97322.0,541.0,435.0,715.0,14.0,970.0,2.0,1.0,0.0,152.0,350.0,50.66666666666667,0.0,2.1529731711297,0.0698516734954127
19,20.0,96879.0,636.0,516.0,844.0,13.0,1110.0,0.0,2.0,1.0,129.0,386.0,43.0,0.0,1.78267208399777,0.0580210343128964
20,21.0,96404.0,730.0,572.0,964.0,15.0,1313.0,0.0,2.0,0.0,107.0,405.0,35.66666666666667,1.6129032258064515,1.56763381697487,0.0507274390481158
21,22.0,95954.0,791.0,597.0,1131.0,13.0,1509.0,2.0,3.0,1.0,106.0,404.0,35.333333333333336,0.6802721088435374,1.48267958029538,0.0467929526334921
22,23.0,95473.0,879.0,615.0,1312.0,17.0,1699.0,2.0,3.0,0.0,141.0,429.0,47.0,0.0,1.40232717555546,0.0436525382563516
23,24.0,94916.0,970.0,641.0,1486.0,17.0,1963.0,4.0,3.0,0.0,150.0,481.0,50.0,0.0,1.32391812920084,0.040954627862731
24,25.0,94371.0,1030.0,691.0,1631.0,17.0,2252.0,5.0,3.0,0.0,164.0,490.0,54.66666666666666,0.0,1.24688674054211,0.0385901758255749
25,26.0,93758.0,1122.0,754.0,1756.0,22.0,2577.0,8.0,3.0,0.0,146.0,532.0,48.66666666666667,0.0,1.19253693034991,0.0368375888015258
26,27.0,93141.0,1189.0,821.0,1873.0,19.0,2944.0,10.0,3.0,0.0,140.0,550.0,46.66666666666666,0.0,1.15395668377071,0.0355442374507795
27,28.0,92497.0,1291.0,877.0,2011.0,29.0,3282.0,9.0,4.0,1.0,156.0,569.0,52.0,0.0,1.15814990008756,0.0350632686118908
28,29.0,91816.0,1329.0,927.0,2211.0,30.0,3669.0,14.0,4.0,0.0,134.0,610.0,44.66666666666666,0.0,1.12311560342152,0.0340807817645132
29,30.0,91102.0,1369.0,992.0,2387.0,33.0,4098.0,15.0,4.0,0.0,154.0,634.0,51.33333333333333,0.7575757575757576,1.12809294432861,0.0337534598650187
30,31.0,90355.0,1457.0,1016.0,2565.0,42.0,4546.0,14.0,5.0,1.0,149.0,663.0,49.66666666666666,0.7518796992481203,1.11885326224208,0.0332691595667162
31,32.0,89544.0,1543.0,1099.0,2726.0,46.0,5019.0,18.0,5.0,0.0,168.0,710.0,56.00000000000001,0.8771929824561403,1.12123015724921,0.0329773575661533
32,33.0,88760.0,1657.0,1074.0,2954.0,51.0,5484.0,15.0,5.0,0.0,152.0,700.0,50.66666666666667,0.0,1.10314908285812,0.032403542385238
33,34.0,87898.0,1717.0,1153.0,3143.0,49.0,6014.0,21.0,5.0,0.0,177.0,775.0,59.0,0.7462686567164178,1.10394973986737,0.0321236105918068
34,35.0,86986.0,1793.0,1178.0,3356.0,52.0,6607.0,23.0,5.0,0.0,151.0,810.0,50.33333333333333,0.0,1.0848572247271,0.0315814148044865
35,36.0,86052.0,1883.0,1260.0,3539.0,57.0,7179.0,25.0,5.0,0.0,165.0,848.0,55.00000000000001,0.7575757575757576,1.09527913224163,0.0314870611957848
36,37.0,85041.0,1987.0,1311.0,3738.0,57.0,7830.0,31.0,5.0,0.0,168.0,901.0,56.00000000000001,0.0,1.09227522747958,0.0312206093498268
37,38.0,84120.0,2054.0,1315.0,3864.0,72.0,8539.0,30.0,6.0,1.0,174.0,821.0,57.99999999999999,1.4925373134328357,1.08889430016593,0.0309474879244159
38,39.0,83168.0,2126.0,1320.0,4024.0,71.0,9256.0,29.0,6.0,0.0,171.0,848.0,56.99999999999999,0.0,1.07702154760975,0.0305607208723564
39,40.0,82172.0,2222.0,1312.0,4225.0,75.0,9954.0,32.0,8.0,2.0,174.0,874.0,57.99999999999999,1.3513513513513513,1.06863173972205,0.0302375674368937
40,41.0,81220.0,2230.0,1375.0,4356.0,68.0,10709.0,32.0,10.0,2.0,176.0,841.0,58.66666666666666,1.342281879194631,1.06508191050492,0.0300052836099203
41,42.0,80228.0,2291.0,1421.0,4459.0,66.0,11493.0,31.0,11.0,1.0,181.0,890.0,60.333333333333336,0.0,1.05177543873821,0.0296539604715426
42,43.0,79243.0,2338.0,1401.0,4652.0,72.0,12251.0,32.0,11.0,0.0,179.0,889.0,59.66666666666667,0.0,1.0157190783036,0.0289968838225423
43,44.0,78311.0,2344.0,1408.0,4775.0,76.0,13037.0,38.0,11.0,0.0,182.0,840.0,60.66666666666667,0.0,1.00575599389482,0.0287476216585933
44,45.0,77331.0,2370.0,1390.0,4923.0,84.0,13850.0,41.0,11.0,0.0,178.0,886.0,59.333333333333336,0.0,0.999550076411284,0.0286053143527016
45,46.0,76403.0,2363.0,1389.0,4997.0,86.0,14709.0,41.0,12.0,1.0,178.0,849.0,59.333333333333336,0.0,1.01095391663453,0.0287439540099315
46,47.0,75476.0,2358.0,1383.0,5086.0,82.0,15558.0,45.0,12.0,0.0,185.0,843.0,61.66666666666667,0.7092198581560284,1.01325019334609,0.0287627763618503
47,48.0,74564.0,2373.0,1425.0,5078.0,80.0,16418.0,49.0,13.0,1.0,174.0,841.0,57.99999999999999,0.0,1.00594183777297,0.0286361936913142
48,49.0,73598.0,2399.0,1423.0,5149.0,73.0,17288.0,57.0,13.0,0.0,150.0,851.0,50.0,0.0,1.01487618473712,0.0287395414587825
49,50.0,72711.0,2402.0,1365.0,5243.0,79.0,18125.0,60.0,15.0,2.0,176.0,810.0,58.66666666666666,1.3071895424836601,1.0305005020726,0.0289393372480501
50,51.0,71794.0,2422.0,1351.0,5332.0,74.0,18950.0,61.0,16.0,1.0,179.0,822.0,59.66666666666667,0.6756756756756757,1.03356095091814,0.0289454963039943
51,52.0,70905.0,2400.0,1271.0,5425.0,73.0,19849.0,60.0,17.0,1.0,194.0,787.0,64.66666666666666,0.0,1.02449062702665,0.0287592249888379
52,53.0,70052.0,2408.0,1257.0,5425.0,78.0,20703.0,60.0,17.0,0.0,182.0,789.0,60.66666666666667,0.0,1.00867216994033,0.0284726687485919
53,54.0,69197.0,2344.0,1242.0,5451.0,74.0,21610.0,65.0,17.0,0.0,178.0,785.0,59.333333333333336,0.0,0.990034819885762,0.0281605565544809
54,55.0,68393.0,2342.0,1229.0,5359.0,75.0,22523.0,62.0,17.0,0.0,187.0,726.0,62.33333333333333,0.0,0.988738733419113,0.0281236906629885
55,56.0,67644.0,2289.0,1180.0,5330.0,73.0,23413.0,53.0,18.0,1.0,171.0,672.0,56.99999999999999,0.6622516556291391,0.979823166210029,0.0280063811158122
56,57.0,66885.0,2252.0,1137.0,5325.0,73.0,24256.0,53.0,19.0,1.0,183.0,689.0,61.0,0.0,0.984730746683104,0.0281007761183791
57,58.0,66201.0,2158.0,1084.0,5302.0,70.0,25113.0,53.0,19.0,0.0,173.0,626.0,57.66666666666666,0.0,0.978403798438125,0.0280461234268729
58,59.0,65551.0,2081.0,1038.0,5219.0,66.0,25970.0,55.0,20.0,1.0,180.0,585.0,60.0,0.6756756756756757,0.96090188054414,0.0278317756940325
59,60.0,64824.0,2034.0,1087.0,5094.0,59.0,26823.0,59.0,20.0,0.0,163.0,654.0,54.333333333333336,0.0,0.924148263712257,0.0273469313204712
60,61.0,64185.0,1992.0,1012.0,5072.0,66.0,27593.0,60.0,20.0,0.0,178.0,594.0,59.333333333333336,0.6666666666666667,0.917408725290285,0.0273396953619744
61,62.0,63632.0,1893.0,893.0,4981.0,63.0,28458.0,57.0,23.0,3.0,175.0,499.0,58.333333333333336,2.0408163265306123,0.900049146351299,0.0272242637365958
