,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,99863.0,101.0,18.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
1,2.0,99814.0,102.0,35.0,20.0,0.0,29.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,5.0,5.0
2,3.0,99759.0,105.0,61.0,29.0,1.0,45.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,5.0,5.0
3,4.0,99684.0,124.0,77.0,49.0,3.0,63.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,5.0,5.0
4,5.0,99614.0,132.0,79.0,90.0,2.0,83.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,5.0,5.0
5,6.0,99514.0,147.0,116.0,112.0,1.0,110.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,5.0,5.0
6,7.0,99400.0,165.0,143.0,149.0,0.0,142.0,1.0,0.0,0.0,0.0,102.0,0.0,0.0,5.0,5.0
7,8.0,99291.0,172.0,155.0,193.0,0.0,188.0,1.0,0.0,0.0,0.0,101.0,0.0,0.0,5.0,5.0
8,9.0,99160.0,180.0,160.0,260.0,0.0,239.0,1.0,0.0,0.0,0.0,111.0,0.0,0.0,690.0,58.7367006223537
9,10.0,98991.0,199.0,202.0,303.0,2.0,302.0,1.0,0.0,0.0,0.0,144.0,0.0,0.0,57.7175454319995,3.39514973129409
10,11.0,98809.0,241.0,228.0,360.0,4.0,357.0,1.0,0.0,0.0,0.0,152.0,0.0,0.0,17.4848091534294,0.81612100101926
11,12.0,98633.0,280.0,231.0,413.0,4.0,438.0,1.0,0.0,0.0,0.0,154.0,0.0,0.0,8.29300396717362,0.348580956725183
12,13.0,98414.0,328.0,278.0,458.0,4.0,516.0,2.0,0.0,0.0,0.0,198.0,0.0,0.0,5.13661542903091,0.199039804919971
13,14.0,98182.0,375.0,298.0,531.0,5.0,606.0,3.0,0.0,0.0,0.0,199.0,0.0,0.0,3.82731576460171,0.137215918090205
14,15.0,97896.0,417.0,342.0,628.0,4.0,709.0,4.0,0.0,0.0,137.0,255.0,45.66666666666666,0.0,3.18842824670759,0.105753489459669
15,16.0,97547.0,493.0,393.0,702.0,9.0,852.0,4.0,0.0,0.0,151.0,311.0,50.33333333333333,0.0,2.51703229350613,0.0820093436662542
16,17.0,97141.0,584.0,465.0,812.0,8.0,984.0,6.0,0.0,0.0,170.0,349.0,56.66666666666666,0.0,2.0171698672336,0.0656880887084634
17,18.0,96706.0,657.0,529.0,954.0,15.0,1132.0,7.0,0.0,0.0,107.0,374.0,35.66666666666667,0.0,1.62908493023959,0.0541825588093644
18,19.0,96275.0,731.0,558.0,1082.0,20.0,1325.0,9.0,0.0,0.0,100.0,369.0,33.33333333333333,0.0,1.46901019037744,0.0483007575278603
19,20.0,95836.0,775.0,601.0,1201.0,26.0,1552.0,9.0,0.0,0.0,112.0,390.0,37.333333333333336,0.0,1.3919171840135,0.0449239339415351
20,21.0,95363.0,846.0,612.0,1327.0,27.0,1816.0,9.0,0.0,0.0,131.0,428.0,43.66666666666666,0.0,1.34788439288432,0.0426665349306351
21,22.0,94878.0,911.0,646.0,1455.0,27.0,2072.0,11.0,0.0,0.0,170.0,431.0,56.66666666666666,0.0,1.29408917118559,0.0405792229627841
22,23.0,94323.0,997.0,711.0,1571.0,33.0,2354.0,10.0,1.0,1.0,152.0,502.0,50.66666666666667,0.9803921568627451,1.18043083087118,0.0377653281016273
23,24.0,93776.0,1075.0,717.0,1732.0,38.0,2651.0,10.0,1.0,0.0,131.0,493.0,43.66666666666666,0.819672131147541,1.12582527327539,0.0361108624770017
24,25.0,93212.0,1093.0,761.0,1851.0,41.0,3030.0,11.0,1.0,0.0,128.0,498.0,42.66666666666667,0.0,1.09016182033611,0.0350029865370652
25,26.0,92616.0,1162.0,812.0,1962.0,41.0,3389.0,17.0,1.0,0.0,135.0,527.0,45.0,0.0,1.10632463355157,0.0348805715146396
26,27.0,92034.0,1223.0,822.0,2080.0,43.0,3779.0,17.0,2.0,1.0,150.0,528.0,50.0,0.0,1.12520642107864,0.0348744074355864
27,28.0,91379.0,1304.0,865.0,2207.0,42.0,4183.0,18.0,2.0,0.0,150.0,586.0,50.0,0.0,1.1225902129409,0.0345289806868949
28,29.0,90728.0,1361.0,886.0,2345.0,45.0,4613.0,20.0,2.0,0.0,130.0,585.0,43.333333333333336,0.0,1.11426670274568,0.0340800560399945
29,30.0,90072.0,1427.0,916.0,2460.0,44.0,5057.0,22.0,2.0,0.0,147.0,586.0,49.0,0.0,1.11738415570336,0.0338135827799779
30,31.0,89310.0,1547.0,948.0,2626.0,43.0,5499.0,25.0,2.0,0.0,129.0,679.0,43.0,1.4705882352941175,1.1126123125137,0.0334402912450238
31,32.0,88559.0,1570.0,1032.0,2779.0,49.0,5985.0,24.0,2.0,0.0,164.0,665.0,54.66666666666666,0.0,1.14234706739948,0.033583920381748
32,33.0,87795.0,1621.0,1094.0,2916.0,53.0,6496.0,23.0,2.0,0.0,170.0,681.0,56.66666666666666,0.0,1.13696971073548,0.0331970803049866
33,34.0,87004.0,1687.0,1151.0,3067.0,56.0,7012.0,21.0,2.0,0.0,166.0,711.0,55.333333333333336,0.0,1.12814337619065,0.0327307590848692
34,35.0,86131.0,1794.0,1179.0,3257.0,56.0,7553.0,28.0,2.0,0.0,162.0,774.0,54.0,0.0,1.10721947563708,0.0320966891042336
35,36.0,85258.0,1846.0,1227.0,3419.0,58.0,8163.0,27.0,2.0,0.0,153.0,765.0,51.0,0.6711409395973155,1.08996940046436,0.0315436643202871
36,37.0,84367.0,1911.0,1248.0,3601.0,62.0,8783.0,26.0,2.0,0.0,162.0,797.0,54.0,0.0,1.08094571795075,0.0311523376942619
37,38.0,83516.0,1944.0,1213.0,3790.0,61.0,9444.0,28.0,4.0,2.0,179.0,763.0,59.66666666666667,1.4084507042253522,1.08047773747388,0.0309213175617014
38,39.0,82647.0,1965.0,1238.0,3882.0,64.0,10169.0,28.0,7.0,3.0,180.0,778.0,60.0,2.2058823529411766,1.05413171285174,0.0303417931949174
39,40.0,81687.0,2047.0,1296.0,4026.0,71.0,10830.0,36.0,7.0,0.0,185.0,872.0,61.66666666666667,0.0,1.03054915724186,0.0298240452142444
40,41.0,80793.0,2118.0,1250.0,4194.0,65.0,11531.0,39.0,10.0,3.0,168.0,801.0,56.00000000000001,1.3157894736842104,1.02333798793495,0.0295905819435534
41,42.0,79931.0,2151.0,1201.0,4332.0,66.0,12273.0,34.0,12.0,2.0,166.0,774.0,55.333333333333336,0.641025641025641,1.02504341665341,0.0295289998260306
42,43.0,79002.0,2205.0,1262.0,4379.0,68.0,13038.0,34.0,12.0,0.0,163.0,841.0,54.333333333333336,0.641025641025641,1.03230744538802,0.0295669962920176
43,44.0,78072.0,2235.0,1329.0,4450.0,76.0,13792.0,31.0,15.0,3.0,179.0,837.0,59.66666666666667,0.7142857142857143,1.03366517683424,0.0295212437375287
44,45.0,77167.0,2266.0,1315.0,4530.0,76.0,14603.0,28.0,15.0,0.0,165.0,796.0,55.00000000000001,0.0,1.00931174428297,0.0290999681087417
45,46.0,76282.0,2337.0,1249.0,4652.0,80.0,15353.0,32.0,15.0,0.0,167.0,790.0,55.66666666666666,0.0,1.02005218614091,0.0291920476315536
46,47.0,75360.0,2385.0,1314.0,4670.0,89.0,16135.0,32.0,15.0,0.0,187.0,826.0,62.33333333333333,0.6369426751592357,1.03062913958182,0.02930336991824
47,48.0,74441.0,2384.0,1339.0,4775.0,88.0,16918.0,40.0,15.0,0.0,177.0,821.0,59.0,0.0,1.01554311261324,0.0290392326829224
48,49.0,73529.0,2377.0,1300.0,4868.0,86.0,17783.0,41.0,16.0,1.0,180.0,811.0,60.0,1.3986013986013985,1.01336955630488,0.028953415894425
49,50.0,72707.0,2360.0,1247.0,4903.0,92.0,18629.0,44.0,18.0,2.0,170.0,744.0,56.66666666666666,1.8404907975460123,0.997405670579473,0.0286852528621445
50,51.0,71884.0,2366.0,1210.0,4963.0,93.0,19417.0,48.0,19.0,1.0,156.0,741.0,52.0,0.6493506493506493,0.994885554406373,0.0286246152460691
51,52.0,71085.0,2353.0,1177.0,4931.0,101.0,20284.0,46.0,23.0,4.0,183.0,727.0,61.0,2.5974025974025974,0.998021943449967,0.0286674312912405
52,53.0,70308.0,2354.0,1147.0,4905.0,92.0,21123.0,48.0,23.0,0.0,183.0,724.0,61.0,0.0,1.00089045468307,0.0287143115730778
53,54.0,69526.0,2332.0,1117.0,4919.0,89.0,21943.0,51.0,23.0,0.0,173.0,711.0,57.66666666666666,0.0,0.979728112226089,0.0284128397912092
54,55.0,68730.0,2311.0,1127.0,4906.0,85.0,22759.0,58.0,24.0,1.0,179.0,710.0,59.66666666666667,0.0,0.978018562116489,0.0283991115079115
55,56.0,67935.0,2319.0,1156.0,4872.0,78.0,23555.0,61.0,24.0,0.0,164.0,705.0,54.66666666666666,0.0,0.966447330972299,0.0282664283146874
56,57.0,67217.0,2236.0,1099.0,4876.0,79.0,24414.0,53.0,26.0,2.0,169.0,637.0,56.333333333333336,1.3793103448275863,0.970776273598513,0.0283809038570857
57,58.0,66485.0,2193.0,1103.0,4858.0,75.0,25209.0,50.0,27.0,1.0,160.0,662.0,53.333333333333336,0.6756756756756757,0.982800021070021,0.0286225455098477
58,59.0,65714.0,2178.0,1085.0,4864.0,78.0,26004.0,49.0,28.0,1.0,186.0,696.0,62.0,0.8064516129032258,0.981131859053367,0.0286591676099788
59,60.0,65010.0,2156.0,1051.0,4803.0,81.0,26818.0,53.0,28.0,0.0,157.0,629.0,52.33333333333333,0.0,0.955022577072266,0.0283226187415904
60,61.0,64321.0,2126.0,1031.0,4756.0,74.0,27603.0,61.0,28.0,0.0,170.0,622.0,56.66666666666666,0.7751937984496124,0.968246600085959,0.0285768948386974
61,62.0,63698.0,2063.0,1002.0,4689.0,73.0,28381.0,64.0,30.0,2.0,162.0,583.0,54.0,1.3245033112582782,0.963689880414636,0.0285922368565779
62,63.0,63064.0,2014.0,956.0,4637.0,71.0,29164.0,62.0,32.0,2.0,165.0,572.0,55.00000000000001,1.4705882352941175,0.982659050404799,0.0289518699223153
63,64.0,62438.0,1952.0,943.0,4611.0,69.0,29895.0,59.0,33.0,1.0,178.0,562.0,59.333333333333336,0.6944444444444444,0.967099274556291,0.02879496186428
64,65.0,61886.0,1884.0,917.0,4533.0,72.0,30619.0,55.0,34.0,1.0,153.0,504.0,51.0,0.7575757575757576,0.954769397958717,0.0286703317036724
65,66.0,61323.0,1826.0,888.0,4483.0,75.0,31315.0,54.0,36.0,2.0,151.0,510.0,50.33333333333333,2.142857142857143,0.953909690384049,0.0287353481548965
66,67.0,60811.0,1766.0,858.0,4373.0,73.0,32030.0,51.0,38.0,2.0,168.0,471.0,56.00000000000001,1.3605442176870748,0.9533978296022,0.0288247465901675
