,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,99852.0,105.0,22.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0
1,2.0,99787.0,114.0,42.0,17.0,2.0,38.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,5.0,5.0
2,3.0,99706.0,121.0,78.0,37.0,2.0,56.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,5.0,5.0
3,4.0,99643.0,133.0,72.0,67.0,2.0,83.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,5.0,5.0
4,5.0,99561.0,146.0,81.0,85.0,1.0,125.0,1.0,0.0,0.0,0.0,69.0,0.0,0.0,5.0,5.0
5,6.0,99478.0,151.0,89.0,115.0,4.0,161.0,2.0,0.0,0.0,0.0,76.0,0.0,0.0,5.0,5.0
6,7.0,99373.0,178.0,109.0,144.0,4.0,189.0,3.0,0.0,0.0,0.0,90.0,0.0,0.0,5.0,5.0
7,8.0,99242.0,203.0,148.0,185.0,4.0,214.0,4.0,0.0,0.0,0.0,114.0,0.0,0.0,5.0,5.0
8,9.0,99116.0,223.0,156.0,233.0,4.0,264.0,4.0,0.0,0.0,0.0,102.0,0.0,0.0,1155.0,75.9934207678533
9,10.0,98970.0,247.0,175.0,275.0,5.0,325.0,3.0,0.0,0.0,0.0,128.0,0.0,0.0,58.8847972398458,2.66832486576816
10,11.0,98822.0,287.0,177.0,325.0,4.0,382.0,3.0,0.0,0.0,0.0,129.0,0.0,0.0,16.4457800421206,0.611202601788835
11,12.0,98622.0,317.0,231.0,363.0,5.0,459.0,3.0,0.0,0.0,0.0,180.0,0.0,0.0,8.12376858436656,0.267978398777719
12,13.0,98390.0,341.0,284.0,425.0,6.0,550.0,4.0,0.0,0.0,0.0,203.0,0.0,0.0,5.62284272507759,0.163066597278499
13,14.0,98138.0,385.0,312.0,504.0,8.0,649.0,4.0,0.0,0.0,0.0,228.0,0.0,0.0,4.45214347117518,0.115416442940452
