,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,99870.0,102.0,17.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
1,2.0,99808.0,101.0,44.0,11.0,1.0,35.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,5.0,5.0
2,3.0,99748.0,106.0,60.0,32.0,2.0,52.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,5.0,5.0
3,4.0,99695.0,113.0,65.0,52.0,2.0,73.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,5.0,5.0
4,5.0,99616.0,129.0,83.0,77.0,3.0,92.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,5.0,5.0
5,6.0,99537.0,147.0,85.0,112.0,4.0,115.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,5.0,5.0
6,7.0,99428.0,174.0,102.0,153.0,4.0,139.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,5.0,5.0
7,8.0,99327.0,185.0,112.0,181.0,4.0,190.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0,5.0,5.0
8,9.0,99209.0,193.0,130.0,209.0,4.0,254.0,1.0,0.0,0.0,0.0,106.0,0.0,0.0,5.0,5.0
9,10.0,99104.0,193.0,153.0,235.0,6.0,308.0,1.0,0.0,0.0,0.0,87.0,0.0,0.0,1050.0,72.4568837309472
10,11.0,98988.0,199.0,161.0,274.0,6.0,371.0,1.0,0.0,0.0,0.0,98.0,0.0,0.0,60.6621764150713,2.83765692455469
11,12.0,98836.0,211.0,179.0,331.0,5.0,434.0,4.0,0.0,0.0,0.0,129.0,0.0,0.0,16.359649419462,0.635356135957462
12,13.0,98684.0,244.0,206.0,366.0,6.0,490.0,4.0,0.0,0.0,0.0,134.0,0.0,0.0,7.76777086027882,0.272427618015429
13,14.0,98504.0,265.0,234.0,412.0,6.0,574.0,5.0,0.0,0.0,0.0,149.0,0.0,0.0,5.2085535825143,0.163891507285519
14,15.0,98307.0,302.0,251.0,491.0,5.0,640.0,4.0,0.0,0.0,0.0,165.0,0.0,0.0,4.23666267175264,0.118603785068026
15,16.0,98023.0,359.0,313.0,549.0,9.0,743.0,4.0,0.0,0.0,209.0,265.0,41.8,0.0,3.70985726099676,0.0931255255778941
16,17.0,97621.0,451.0,414.0,613.0,10.0,886.0,3.0,2.0,2.0,247.0,354.0,49.4,0.0,2.98113625498459,0.0717773262442471
17,18.0,97108.0,601.0,520.0,731.0,16.0,1020.0,2.0,2.0,0.0,206.0,455.0,41.2,0.0,2.53025968097433,0.058078713951947
18,19.0,96516.0,732.0,654.0,887.0,14.0,1192.0,3.0,2.0,0.0,150.0,515.0,30.0,1.0582010582010581,2.27933724966398,0.0495742435953774
19,20.0,95891.0,854.0,736.0,1071.0,19.0,1424.0,3.0,2.0,0.0,197.0,547.0,39.4,0.0,2.18036894251448,0.044349799629012
20,21.0,95150.0,981.0,852.0,1316.0,24.0,1669.0,6.0,2.0,0.0,266.0,654.0,53.2,0.5,2.07058803879171,0.0399373338471249
21,22.0,94283.0,1124.0,1015.0,1577.0,28.0,1963.0,8.0,2.0,0.0,311.0,763.0,62.2,0.7194244604316548,1.91773197245399,0.03572862309433
22,23.0,93253.0,1328.0,1221.0,1856.0,35.0,2294.0,11.0,2.0,0.0,347.0,893.0,69.39999999999999,0.0,1.76935805357418,0.0321065270919446
23,24.0,92039.0,1552.0,1477.0,2204.0,38.0,2674.0,13.0,3.0,1.0,420.0,1079.0,84.0,0.0,1.63074758418608,0.0290603214219319
24,25.0,90669.0,1840.0,1664.0,2623.0,54.0,3133.0,13.0,4.0,1.0,422.0,1195.0,84.39999999999999,0.0,1.48910441555648,0.0263899533120728
25,26.0,89027.0,2142.0,1971.0,3084.0,66.0,3686.0,19.0,5.0,1.0,453.0,1450.0,90.6,0.0,1.38245919059117,0.0243588599030128
26,27.0,87258.0,2461.0,2242.0,3595.0,75.0,4340.0,24.0,5.0,0.0,468.0,1549.0,93.6,0.5076142131979695,1.29403922082606,0.0227550310110305
27,28.0,85248.0,2830.0,2481.0,4206.0,92.0,5105.0,33.0,5.0,0.0,459.0,1752.0,91.8,0.49382716049382713,1.22048325744826,0.0214815227200977
28,29.0,83106.0,3222.0,2643.0,4886.0,103.0,6000.0,35.0,5.0,0.0,467.0,1871.0,93.4,0.0,1.17220618015171,0.0205840359842107
29,30.0,80720.0,3682.0,2919.0,5521.0,114.0,7003.0,36.0,5.0,0.0,459.0,2072.0,91.8,0.9345794392523363,1.13295113066947,0.0198824561295821
30,31.0,78183.0,4052.0,3196.0,6279.0,119.0,8122.0,44.0,5.0,0.0,455.0,2207.0,91.0,0.0,1.1044805902993,0.0193589853737176
31,32.0,75688.0,4390.0,3316.0,7060.0,141.0,9355.0,44.0,6.0,1.0,459.0,2166.0,91.8,0.0,1.08439191071231,0.0189719382289942
32,33.0,73042.0,4683.0,3509.0,7803.0,158.0,10746.0,53.0,6.0,0.0,466.0,2302.0,93.2,0.0,1.06715142106425,0.0186560372206904
33,34.0,70271.0,5062.0,3744.0,8455.0,177.0,12218.0,66.0,7.0,1.0,462.0,2424.0,92.4,0.2506265664160401,1.05056400372278,0.0183801033439477
34,35.0,67327.0,5449.0,3923.0,9177.0,183.0,13865.0,69.0,7.0,0.0,474.0,2589.0,94.8,0.25316455696202533,1.03754648203111,0.0181634785467744
35,36.0,64414.0,5707.0,4066.0,9898.0,190.0,15638.0,80.0,7.0,0.0,471.0,2562.0,94.2,0.0,1.02952685534766,0.0180148059971212
36,37.0,61627.0,5952.0,3967.0,10679.0,208.0,17472.0,87.0,8.0,1.0,467.0,2458.0,93.4,0.2638522427440633,1.02177294146513,0.0178873440596563
37,38.0,58866.0,6155.0,3989.0,11285.0,207.0,19390.0,100.0,8.0,0.0,467.0,2449.0,93.4,0.5208333333333333,1.01436638431834,0.0177767616857071
38,39.0,56033.0,6341.0,4004.0,11828.0,222.0,21460.0,101.0,11.0,3.0,464.0,2493.0,92.8,0.5050505050505051,1.01020242600125,0.0177065076210645
39,40.0,53340.0,6437.0,3979.0,12318.0,239.0,23563.0,110.0,14.0,3.0,461.0,2389.0,92.2,0.5208333333333333,1.00037230444264,0.0175964874305506
40,41.0,50724.0,6481.0,3839.0,12771.0,236.0,25827.0,107.0,15.0,1.0,458.0,2308.0,91.6,0.7853403141361256,0.996231668220823,0.0175453819290608
41,42.0,48281.0,6432.0,3742.0,13055.0,241.0,28111.0,123.0,15.0,0.0,477.0,2139.0,95.4,0.2590673575129534,0.988959330788589,0.0174770355074662
42,43.0,45947.0,6420.0,3623.0,13292.0,253.0,30326.0,120.0,19.0,4.0,468.0,2056.0,93.6,0.5181347150259068,0.97427628429825,0.0173508256488411
43,44.0,43886.0,6314.0,3389.0,13474.0,245.0,32540.0,131.0,21.0,2.0,460.0,1820.0,92.0,0.5319148936170213,0.962735042602056,0.0172634100189851
44,45.0,41995.0,6113.0,3183.0,13450.0,240.0,34855.0,140.0,24.0,3.0,466.0,1673.0,93.2,0.5063291139240507,0.955137995449164,0.0172271799435174
45,46.0,40156.0,5909.0,3006.0,13477.0,242.0,37030.0,154.0,26.0,2.0,441.0,1650.0,88.2,0.7712082262210797,0.936915041766588,0.0171085017493311
46,47.0,38555.0,5673.0,2790.0,13315.0,233.0,39247.0,157.0,30.0,4.0,453.0,1428.0,90.6,0.7672634271099744,0.924487589760584,0.0170559215537627
47,48.0,37104.0,5462.0,2552.0,13143.0,211.0,41330.0,160.0,38.0,8.0,436.0,1288.0,87.2,1.2919896640826873,0.90953485055013,0.0169984244956819
48,49.0,35781.0,5206.0,2211.0,12967.0,207.0,43420.0,167.0,41.0,3.0,428.0,1178.0,85.6,1.6348773841961852,0.898449303385386,0.0169942761147162
49,50.0,34484.0,4935.0,2101.0,12549.0,196.0,45515.0,178.0,42.0,1.0,425.0,1148.0,85.0,0.547945205479452,0.883422947597688,0.0169700855136411
50,51.0,33407.0,4640.0,1919.0,12101.0,189.0,47524.0,174.0,46.0,4.0,424.0,950.0,84.8,1.1019283746556474,0.860360658388032,0.0168828036050636
51,52.0,32423.0,4314.0,1749.0,11695.0,166.0,49429.0,176.0,48.0,2.0,391.0,886.0,78.2,1.2048192771084338,0.831464672920214,0.0167537332277409
52,53.0,31614.0,4021.0,1598.0,11235.0,167.0,51142.0,173.0,50.0,2.0,380.0,736.0,76.0,0.8310249307479225,0.814473205509577,0.0167692187894997
53,54.0,30759.0,3775.0,1436.0,10790.0,160.0,52858.0,165.0,57.0,7.0,378.0,764.0,75.6,1.9607843137254901,0.806249928854432,0.0169073078007784
54,55.0,30001.0,3542.0,1312.0,10361.0,149.0,54406.0,170.0,59.0,2.0,368.0,680.0,73.6,0.9259259259259258,0.794647837895761,0.0170351224857096
55,56.0,29350.0,3326.0,1190.0,9855.0,150.0,55906.0,163.0,60.0,1.0,343.0,594.0,68.60000000000001,0.3215434083601286,0.782172143397101,0.0171709093009066
56,57.0,28725.0,3134.0,1111.0,9325.0,144.0,57344.0,154.0,63.0,3.0,312.0,562.0,62.4,1.2698412698412698,0.769339178346036,0.0173202559964962
57,58.0,28187.0,2914.0,992.0,8885.0,132.0,58675.0,150.0,65.0,2.0,290.0,495.0,57.99999999999999,0.6430868167202572,0.770943839071984,0.017654173713415
58,59.0,27671.0,2677.0,909.0,8416.0,123.0,60000.0,132.0,72.0,7.0,287.0,462.0,57.4,1.7482517482517483,0.777615466947733,0.0180694277567959
59,60.0,27248.0,2488.0,802.0,8012.0,116.0,61132.0,126.0,76.0,4.0,295.0,383.0,59.0,0.8097165991902834,0.779098963476811,0.0184353717366856
60,61.0,26828.0,2284.0,735.0,7574.0,107.0,62274.0,119.0,79.0,3.0,280.0,385.0,56.00000000000001,0.0,0.760631208552357,0.0185630268305699
61,62.0,26456.0,2133.0,657.0,7095.0,100.0,63362.0,111.0,86.0,7.0,267.0,338.0,53.400000000000006,2.092050209205021,0.755462226971494,0.0188571144160538
62,63.0,26118.0,1975.0,624.0,6645.0,93.0,64352.0,106.0,87.0,1.0,241.0,308.0,48.2,0.823045267489712,0.745187838771832,0.019107380481329
63,64.0,25794.0,1809.0,562.0,6213.0,87.0,65345.0,100.0,90.0,3.0,246.0,297.0,49.2,1.7391304347826086,0.743556474594408,0.0194864744390931
64,65.0,25532.0,1677.0,497.0,5849.0,80.0,66177.0,92.0,96.0,6.0,235.0,234.0,47.0,1.82648401826484,0.735077931070461,0.0197948060654699
65,66.0,25272.0,1544.0,459.0,5454.0,78.0,67011.0,83.0,99.0,3.0,221.0,233.0,44.2,1.4634146341463417,0.726799973897187,0.0201191508633259
66,67.0,25020.0,1430.0,441.0,5101.0,73.0,67755.0,80.0,100.0,1.0,188.0,234.0,37.6,0.0,0.719601938048129,0.0204766470963831
67,68.0,24820.0,1294.0,392.0,4757.0,64.0,68491.0,82.0,100.0,0.0,206.0,178.0,41.2,0.0,0.721582894512164,0.0209883110175079
68,69.0,24643.0,1186.0,335.0,4455.0,56.0,69144.0,80.0,101.0,1.0,183.0,159.0,36.6,1.092896174863388,0.705579965763385,0.0212547227182145
69,70.0,24489.0,1062.0,306.0,4180.0,52.0,69735.0,74.0,102.0,1.0,176.0,140.0,35.2,0.6211180124223602,0.698974053134859,0.0216742652913314
70,71.0,24323.0,952.0,277.0,3932.0,56.0,70291.0,67.0,102.0,0.0,169.0,155.0,33.800000000000004,1.257861635220126,0.689129519977721,0.0220698075533237
71,72.0,24200.0,869.0,238.0,3644.0,53.0,70826.0,67.0,103.0,1.0,161.0,117.0,32.2,1.2987012987012987,0.681206193014239,0.0225199820778776
72,73.0,24059.0,796.0,236.0,3388.0,53.0,71304.0,57.0,107.0,4.0,151.0,128.0,30.2,1.935483870967742,0.672401277227555,0.0229822025213083
73,74.0,23947.0,733.0,210.0,3135.0,49.0,71762.0,57.0,107.0,0.0,135.0,106.0,27.0,0.0,0.656652512329348,0.023347875480261
74,75.0,23840.0,678.0,192.0,2924.0,42.0,72159.0,57.0,108.0,1.0,126.0,101.0,25.2,0.8064516129032258,0.656638757817757,0.0240251557774719
75,76.0,23740.0,616.0,182.0,2694.0,37.0,72570.0,49.0,112.0,4.0,121.0,87.0,24.2,2.2388059701492535,0.658481018696242,0.0247822600578316
76,77.0,23658.0,569.0,170.0,2494.0,34.0,72913.0,50.0,112.0,0.0,111.0,68.0,22.2,0.0,0.66948728695755,0.0257495110368288
77,78.0,23578.0,516.0,152.0,2338.0,30.0,73225.0,48.0,113.0,1.0,109.0,72.0,21.8,1.8867924528301887,0.666570920988021,0.0264729131463161
78,79.0,23515.0,452.0,134.0,2182.0,29.0,73534.0,40.0,114.0,1.0,102.0,57.0,20.4,1.0416666666666665,0.678065577906889,0.0274991904169768
79,80.0,23438.0,424.0,127.0,2002.0,26.0,73830.0,36.0,117.0,3.0,86.0,67.0,17.2,3.1914893617021276,0.679905551148067,0.0283540215223584
80,81.0,23364.0,410.0,113.0,1836.0,23.0,74104.0,32.0,118.0,1.0,91.0,64.0,18.2,0.0,0.678722450610908,0.0291536255669185
81,82.0,23304.0,377.0,96.0,1705.0,21.0,74349.0,27.0,121.0,3.0,85.0,51.0,17.0,2.2988505747126435,0.670694735121269,0.029816017783089
82,83.0,23250.0,343.0,86.0,1569.0,22.0,74586.0,23.0,121.0,0.0,91.0,53.0,18.2,0.0,0.680582308819699,0.0309036507061168
83,84.0,23198.0,307.0,79.0,1453.0,19.0,74800.0,23.0,121.0,0.0,69.0,50.0,13.8,0.0,0.64348317656673,0.0309238279886202
84,85.0,23158.0,287.0,66.0,1335.0,17.0,74995.0,21.0,121.0,0.0,83.0,34.0,16.6,0.0,0.65360057655228,0.0320839904403589
85,86.0,23117.0,274.0,57.0,1238.0,18.0,75157.0,18.0,121.0,0.0,69.0,37.0,13.8,0.0,0.62604373039306,0.0323719506384812
86,87.0,23071.0,251.0,57.0,1135.0,18.0,75330.0,15.0,123.0,2.0,53.0,36.0,10.6,1.6129032258064515,0.628844755365842,0.0334700291432955
87,88.0,23042.0,223.0,56.0,1040.0,16.0,75484.0,16.0,123.0,0.0,55.0,25.0,11.0,0.0,0.633003964381398,0.0346884035681927
